ID,Serial_Number,Timestamp,PGN (Hex),PGN Definition,SPN Definition,SPN Value
"51","231","2023-03-08 16:35:43.337593","0xF004","Electronic Engine Controller 1 - EEC1","Actual Engine - Percent Torque","169.00"
"51","232","2023-03-08 16:35:43.337593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Speed","647.50"
"51","233","2023-03-08 16:35:43.337593","0xF004","Electronic Engine Controller 1 - EEC1","Source Address of Controlling Device for Engine Control","255.00"
"51","234","2023-03-08 16:35:43.337593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Starter Mode","15.00"
"51","235","2023-03-08 16:35:43.337593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Demand - Percent Torque","255.00"
"52","236","2023-03-08 16:35:43.359593","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"53","237","2023-03-08 16:35:43.359593","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"54","238","2023-03-08 16:35:43.381593","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"55","239","2023-03-08 16:35:43.381593","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"56","240","2023-03-08 16:35:43.381593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode","3.00"
"56","241","2023-03-08 16:35:43.381593","0xF004","Electronic Engine Controller 1 - EEC1","Driver's Demand Engine - Percent Torque","169.00"
"56","242","2023-03-08 16:35:43.381593","0xF004","Electronic Engine Controller 1 - EEC1","Actual Engine - Percent Torque","169.00"
"56","243","2023-03-08 16:35:43.381593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Speed","646.25"
"56","244","2023-03-08 16:35:43.381593","0xF004","Electronic Engine Controller 1 - EEC1","Source Address of Controlling Device for Engine Control","255.00"
"56","245","2023-03-08 16:35:43.381593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Starter Mode","15.00"
"56","246","2023-03-08 16:35:43.381593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Demand - Percent Torque","255.00"
"57","247","2023-03-08 16:35:43.403593","0xFEF2","Fuel Economy (Liquid) - LFE","Fuel Rate","178.00"
"57","248","2023-03-08 16:35:43.403593","0xFEF2","Fuel Economy (Liquid) - LFE","Instantaneous Fuel Economy1","65535.00"
"57","249","2023-03-08 16:35:43.403593","0xFEF2","Fuel Economy (Liquid) - LFE","Average Fuel Economy","65535.00"
"57","250","2023-03-08 16:35:43.403593","0xFEF2","Fuel Economy (Liquid) - LFE","Throttle Position","65535.00"
"58","251","2023-03-08 16:35:43.403593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"58","252","2023-03-08 16:35:43.403593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"58","253","2023-03-08 16:35:43.403593","0xF001","Electronic Brake Controller 1 - EBC1","Anti-Lock Braking (ABS)","3.00"
"58","254","2023-03-08 16:35:43.403593","0xF001","Electronic Brake Controller 1 - EBC1","EBS Brake Switch","3.00"
"58","255","2023-03-08 16:35:43.403593","0xF001","Electronic Brake Controller 1 - EBC1","Brake Pedal Position","1.00"
"58","256","2023-03-08 16:35:43.403593","0xF001","Electronic Brake Controller 1 - EBC1","ABS Off-road Switch","3.00"
"58","257","2023-03-08 16:35:43.403593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"58","258","2023-03-08 16:35:43.403593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"58","259","2023-03-08 16:35:43.403593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"58","260","2023-03-08 16:35:43.403593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"58","261","2023-03-08 16:35:43.403593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"58","262","2023-03-08 16:35:43.403593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"58","263","2023-03-08 16:35:43.403593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"58","264","2023-03-08 16:35:43.403593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"58","265","2023-03-08 16:35:43.403593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"58","266","2023-03-08 16:35:43.403593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"58","267","2023-03-08 16:35:43.403593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"58","268","2023-03-08 16:35:43.403593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"58","269","2023-03-08 16:35:43.403593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"58","270","2023-03-08 16:35:43.403593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"58","271","2023-03-08 16:35:43.403593","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"59","272","2023-03-08 16:35:43.403593","0xFE92","Engine Information - EI","Pre-filter Oil Pressurer","255.00"
"59","273","2023-03-08 16:35:43.403593","0xFE92","Engine Information - EI","Exhaust Gas Pressure","65535.00"
"59","274","2023-03-08 16:35:43.403593","0xFE92","Engine Information - EI","Fuel Rack Position","109.00"
"59","275","2023-03-08 16:35:43.403593","0xFE92","Engine Information - EI","Mass Flow (Gaseous)","65535.00"
"59","276","2023-03-08 16:35:43.403593","0xFE92","Engine Information - EI","Instantaneous Estimated Brake Power","65535.00"
"60","277","2023-03-08 16:35:43.447593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode","3.00"
"60","278","2023-03-08 16:35:43.447593","0xF004","Electronic Engine Controller 1 - EEC1","Driver's Demand Engine - Percent Torque","169.00"
"60","279","2023-03-08 16:35:43.447593","0xF004","Electronic Engine Controller 1 - EEC1","Actual Engine - Percent Torque","169.00"
"60","280","2023-03-08 16:35:43.447593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Speed","644.88"
"60","281","2023-03-08 16:35:43.447593","0xF004","Electronic Engine Controller 1 - EEC1","Source Address of Controlling Device for Engine Control","255.00"
"60","282","2023-03-08 16:35:43.447593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Starter Mode","15.00"
"60","283","2023-03-08 16:35:43.447593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Demand - Percent Torque","255.00"
"61","284","2023-03-08 16:35:43.447593","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"62","285","2023-03-08 16:35:43.447593","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"63","286","2023-03-08 16:35:43.469593","0xFEE9","Fuel Consumption (Liquid) - LFC","Trip Fuel","1.50"
"63","287","2023-03-08 16:35:43.469593","0xFEE9","Fuel Consumption (Liquid) - LFC","Total Fuel Used","2147483647.50"
"64","288","2023-03-08 16:35:43.469593","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"65","289","2023-03-08 16:35:43.469593","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"66","290","2023-03-08 16:35:43.491593","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"67","291","2023-03-08 16:35:43.491593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode","3.00"
"67","292","2023-03-08 16:35:43.491593","0xF004","Electronic Engine Controller 1 - EEC1","Driver's Demand Engine - Percent Torque","169.00"
"67","293","2023-03-08 16:35:43.491593","0xF004","Electronic Engine Controller 1 - EEC1","Actual Engine - Percent Torque","169.00"
"67","294","2023-03-08 16:35:43.491593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Speed","644.62"
"67","295","2023-03-08 16:35:43.491593","0xF004","Electronic Engine Controller 1 - EEC1","Source Address of Controlling Device for Engine Control","255.00"
"67","296","2023-03-08 16:35:43.491593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Starter Mode","15.00"
"67","297","2023-03-08 16:35:43.491593","0xF004","Electronic Engine Controller 1 - EEC1","Engine Demand - Percent Torque","255.00"
"68","298","2023-03-08 16:35:43.491593","0xFEEF","Engine Fluid Level/Pressure 1 - EFL/P1","Fuel Delivery Pressure","1020.00"
"68","299","2023-03-08 16:35:43.491593","0xFEEF","Engine Fluid Level/Pressure 1 - EFL/P1","Extended Crankcase Blow-by Pressure","12.75"
"68","300","2023-03-08 16:35:43.491593","0xFEEF","Engine Fluid Level/Pressure 1 - EFL/P1","Engine Oil Level","102.00"
"68","301","2023-03-08 16:35:43.491593","0xFEEF","Engine Fluid Level/Pressure 1 - EFL/P1","Engine Oil Pressure","288.00"
"68","302","2023-03-08 16:35:43.491593","0xFEEF","Engine Fluid Level/Pressure 1 - EFL/P1","Crankcase Pressure","1797.97"
"68","303","2023-03-08 16:35:43.491593","0xFEEF","Engine Fluid Level/Pressure 1 - EFL/P1","Coolant Pressure","510.00"
"68","304","2023-03-08 16:35:43.491593","0xFEEF","Engine Fluid Level/Pressure 1 - EFL/P1","Coolant Level","102.00"
"69","305","2023-03-08 16:35:43.491593","0xFEF6","Inlet/Exhaust Conditions 1 - IC1","Boost Pressure","45.00"
"69","306","2023-03-08 16:35:43.491593","0xFEF6","Inlet/Exhaust Conditions 1 - IC1","Intake Manifold 1 Temperature","255.00"
"69","307","2023-03-08 16:35:43.491593","0xFEF6","Inlet/Exhaust Conditions 1 - IC1","Air Inlet Pressure","255.00"
"69","308","2023-03-08 16:35:43.491593","0xFEF6","Inlet/Exhaust Conditions 1 - IC1","Air Filter 1 Differential Pressure","255.00"
"69","309","2023-03-08 16:35:43.491593","0xFEF6","Inlet/Exhaust Conditions 1 - IC1","Exhaust Gas Temperature","65535.00"
"70","310","2023-03-08 16:35:43.491593","0xFEDF","Electronic Engine Controller 3 - EEC3","Engine Torque Mode","255.00"
"70","311","2023-03-08 16:35:43.491593","0xFEDF","Electronic Engine Controller 3 - EEC3","Driver's Demand Engine - Percent Torque","5200.00"
"71","312","2023-03-08 16:35:43.491593","0xFEF2","Fuel Economy (Liquid) - LFE","Fuel Rate","178.00"
"71","313","2023-03-08 16:35:43.491593","0xFEF2","Fuel Economy (Liquid) - LFE","Instantaneous Fuel Economy1","65535.00"
"71","314","2023-03-08 16:35:43.491593","0xFEF2","Fuel Economy (Liquid) - LFE","Average Fuel Economy","65535.00"
"71","315","2023-03-08 16:35:43.491593","0xFEF2","Fuel Economy (Liquid) - LFE","Throttle Position","65535.00"
"72","316","2023-03-08 16:35:43.513592","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"72","317","2023-03-08 16:35:43.513592","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"72","318","2023-03-08 16:35:43.513592","0xF001","Electronic Brake Controller 1 - EBC1","Anti-Lock Braking (ABS)","3.00"
"72","319","2023-03-08 16:35:43.513592","0xF001","Electronic Brake Controller 1 - EBC1","EBS Brake Switch","3.00"
"72","320","2023-03-08 16:35:43.513592","0xF001","Electronic Brake Controller 1 - EBC1","Brake Pedal Position","1.00"
"72","321","2023-03-08 16:35:43.513592","0xF001","Electronic Brake Controller 1 - EBC1","ABS Off-road Switch","3.00"
"72","322","2023-03-08 16:35:43.513592","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"72","323","2023-03-08 16:35:43.513592","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"72","324","2023-03-08 16:35:43.513592","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"72","325","2023-03-08 16:35:43.513592","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"72","326","2023-03-08 16:35:43.513592","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"72","327","2023-03-08 16:35:43.513592","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"72","328","2023-03-08 16:35:43.513592","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"72","329","2023-03-08 16:35:43.513592","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"72","330","2023-03-08 16:35:43.513592","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"72","331","2023-03-08 16:35:43.513592","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"72","332","2023-03-08 16:35:43.513592","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"72","333","2023-03-08 16:35:43.513592","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"72","334","2023-03-08 16:35:43.513592","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"72","335","2023-03-08 16:35:43.513592","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"72","336","2023-03-08 16:35:43.513592","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"73","337","2023-03-08 16:35:43.513592","0xFE92","Engine Information - EI","Pre-filter Oil Pressurer","255.00"
"73","338","2023-03-08 16:35:43.513592","0xFE92","Engine Information - EI","Exhaust Gas Pressure","65535.00"
"73","339","2023-03-08 16:35:43.513592","0xFE92","Engine Information - EI","Fuel Rack Position","110.00"
"73","340","2023-03-08 16:35:43.513592","0xFE92","Engine Information - EI","Mass Flow (Gaseous)","65535.00"
"73","341","2023-03-08 16:35:43.513592","0xFE92","Engine Information - EI","Instantaneous Estimated Brake Power","65535.00"
"74","342","2023-03-08 16:35:43.535592","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"75","343","2023-03-08 16:35:43.535592","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode","3.00"
"75","344","2023-03-08 16:35:43.535592","0xF004","Electronic Engine Controller 1 - EEC1","Driver's Demand Engine - Percent Torque","169.00"
"75","345","2023-03-08 16:35:43.535592","0xF004","Electronic Engine Controller 1 - EEC1","Actual Engine - Percent Torque","169.00"
"75","346","2023-03-08 16:35:43.535592","0xF004","Electronic Engine Controller 1 - EEC1","Engine Speed","646.12"
"75","347","2023-03-08 16:35:43.535592","0xF004","Electronic Engine Controller 1 - EEC1","Source Address of Controlling Device for Engine Control","255.00"
"75","348","2023-03-08 16:35:43.535592","0xF004","Electronic Engine Controller 1 - EEC1","Engine Starter Mode","15.00"
"75","349","2023-03-08 16:35:43.535592","0xF004","Electronic Engine Controller 1 - EEC1","Engine Demand - Percent Torque","255.00"
"76","350","2023-03-08 16:35:43.557592","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"77","351","2023-03-08 16:35:43.557592","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"78","352","2023-03-08 16:35:43.579592","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"79","353","2023-03-08 16:35:43.579592","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode","3.00"
"79","354","2023-03-08 16:35:43.579592","0xF004","Electronic Engine Controller 1 - EEC1","Driver's Demand Engine - Percent Torque","169.00"
"79","355","2023-03-08 16:35:43.579592","0xF004","Electronic Engine Controller 1 - EEC1","Actual Engine - Percent Torque","169.00"
"79","356","2023-03-08 16:35:43.579592","0xF004","Electronic Engine Controller 1 - EEC1","Engine Speed","648.12"
"79","357","2023-03-08 16:35:43.579592","0xF004","Electronic Engine Controller 1 - EEC1","Source Address of Controlling Device for Engine Control","255.00"
"79","358","2023-03-08 16:35:43.579592","0xF004","Electronic Engine Controller 1 - EEC1","Engine Starter Mode","15.00"
"79","359","2023-03-08 16:35:43.579592","0xF004","Electronic Engine Controller 1 - EEC1","Engine Demand - Percent Torque","255.00"
"80","360","2023-03-08 16:35:43.579592","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"81","361","2023-03-08 16:35:43.601592","0xFEF2","Fuel Economy (Liquid) - LFE","Fuel Rate","177.00"
"81","362","2023-03-08 16:35:43.601592","0xFEF2","Fuel Economy (Liquid) - LFE","Instantaneous Fuel Economy1","65535.00"
"81","363","2023-03-08 16:35:43.601592","0xFEF2","Fuel Economy (Liquid) - LFE","Average Fuel Economy","65535.00"
"81","364","2023-03-08 16:35:43.601592","0xFEF2","Fuel Economy (Liquid) - LFE","Throttle Position","65535.00"
"82","365","2023-03-08 16:35:43.601592","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"82","366","2023-03-08 16:35:43.601592","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"82","367","2023-03-08 16:35:43.601592","0xF001","Electronic Brake Controller 1 - EBC1","Anti-Lock Braking (ABS)","3.00"
"82","368","2023-03-08 16:35:43.601592","0xF001","Electronic Brake Controller 1 - EBC1","EBS Brake Switch","3.00"
"82","369","2023-03-08 16:35:43.601592","0xF001","Electronic Brake Controller 1 - EBC1","Brake Pedal Position","1.00"
"82","370","2023-03-08 16:35:43.601592","0xF001","Electronic Brake Controller 1 - EBC1","ABS Off-road Switch","3.00"
"82","371","2023-03-08 16:35:43.601592","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"82","372","2023-03-08 16:35:43.601592","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"82","373","2023-03-08 16:35:43.601592","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"82","374","2023-03-08 16:35:43.601592","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"82","375","2023-03-08 16:35:43.601592","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"82","376","2023-03-08 16:35:43.601592","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"82","377","2023-03-08 16:35:43.601592","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"82","378","2023-03-08 16:35:43.601592","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"82","379","2023-03-08 16:35:43.601592","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"82","380","2023-03-08 16:35:43.601592","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"82","381","2023-03-08 16:35:43.601592","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"82","382","2023-03-08 16:35:43.601592","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
